Monthly_Inhand_Salary,Delay_from_due_date,Outstanding_Debt,Credit_History_Age,Credit_Score_Encoded,Num_of_Loan_Types,Credit_Mix_Good,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes
12806.316666666666,2,233.93,284.0,2,2,1,1,0
12806.316666666666,4,233.93,285.0,2,2,1,1,0
12806.316666666666,0,233.93,287.0,2,2,1,1,0
12806.316666666666,2,233.93,289.0,1,2,1,1,0
1157.0259111579346,45,4499.91,52.0,0,7,0,0,1
1157.0259111579346,41,4499.91,54.0,0,7,0,0,1
1325.59,22,3980.49,165.0,1,5,0,0,1
1325.59,23,3980.49,171.0,1,5,0,0,1
1325.59,24,3980.49,172.0,1,5,0,0,1
9238.836666666666,10,1495.41,206.0,2,4,1,0,0
9238.836666666666,15,1495.41,207.0,2,4,1,0,0
9238.836666666666,15,1495.41,209.0,2,4,1,1,0
1718.081666666667,44,2551.73,124.0,1,8,0,0,1
1718.081666666667,40,2551.73,128.0,0,8,0,0,1
1718.081666666667,44,2551.73,129.0,1,8,0,0,1
3082.848333333333,33,3805.47,140.0,0,9,0,0,1
3082.848333333333,29,3805.47,143.0,0,9,0,0,1
1236.00625,6,353.62,300.0,1,3,0,1,0
1236.00625,6,353.62,301.0,1,3,0,1,0
1236.00625,11,353.62,304.0,1,3,0,1,0
1236.00625,6,353.62,305.0,1,3,0,1,0
1372.1175,22,1325.27,219.0,0,7,0,0,1
1372.1175,22,1325.27,221.0,0,7,0,0,1
1372.1175,22,1325.27,223.0,1,7,0,0,1
1372.1175,22,1325.27,224.0,0,7,0,0,0
1372.1175,24,1325.27,225.0,0,7,0,0,1
2920.325833333334,9,792.73,199.0,2,3,1,1,0
2920.325833333334,5,792.73,201.0,2,3,1,1,0
2920.325833333334,9,792.73,202.0,2,3,1,1,0
2920.325833333334,9,792.73,204.0,2,3,1,1,0
3930.362500000001,53,2576.0,176.0,0,5,0,0,1
3930.362500000001,53,2576.0,179.0,0,5,0,0,1
3930.362500000001,53,2576.0,180.0,0,5,0,0,1
5567.843333333332,13,1467.48,129.0,0,3,0,0,1
5567.843333333332,11,1467.48,130.0,1,3,0,0,1
5567.843333333332,8,1467.48,133.0,1,3,0,0,1
5567.843333333332,11,1467.48,134.0,1,3,0,0,1
5567.843333333332,11,1467.48,136.0,1,3,0,0,1
3239.870000000001,15,2203.49,99.0,0,6,0,0,1
3239.870000000001,20,2203.49,100.0,1,6,0,0,1
4983.818333333334,17,91.38,353.0,2,3,1,1,0
4983.818333333334,14,91.38,356.0,1,3,1,1,0
1926.0475,20,2584.09,95.0,0,3,0,0,1
1926.0475,20,2584.09,97.0,1,3,0,0,1
1926.0475,20,2584.09,98.0,0,3,0,0,1
1926.0475,23,2584.09,99.0,0,3,0,0,1
1329.3991666666668,36,4894.42,77.0,0,5,0,0,1
1329.3991666666668,36,4894.42,78.0,0,5,0,0,1
1329.3991666666668,31,4894.42,81.0,1,5,0,0,1
1329.3991666666668,36,4894.42,83.0,0,5,0,0,1
1329.3991666666668,38,4894.42,84.0,0,5,0,0,1
2960.530833333333,14,626.47,352.0,1,2,0,1,0
2960.530833333333,12,626.47,353.0,1,2,0,1,0
2960.530833333333,16,626.47,354.0,1,2,0,1,0
2960.530833333333,16,626.47,355.0,2,2,0,1,0
2960.530833333333,12,626.47,357.0,1,2,0,1,0
2960.530833333333,16,626.47,358.0,2,2,0,1,0
2960.530833333333,17,626.47,359.0,2,2,0,1,0
2957.1925,15,305.84,323.0,2,1,1,1,0
2957.1925,17,305.84,324.0,2,1,1,1,0
2957.1925,19,305.84,325.0,2,1,1,1,0
2957.1925,20,305.84,327.0,1,1,1,1,0
2957.1925,15,305.84,328.0,2,1,1,1,0
2957.1925,15,305.84,329.0,1,1,1,1,0
2957.1925,15,305.84,330.0,1,1,1,1,0
4041.1925,11,1787.16,222.0,1,6,0,0,1
4041.1925,11,1787.16,223.0,1,6,0,0,1
4041.1925,12,1787.16,224.0,1,6,0,0,1
4041.1925,11,1787.16,226.0,1,6,0,0,1
5018.873333333334,56,4283.98,26.0,1,9,0,0,1
5018.873333333334,56,4283.98,27.0,1,9,0,0,1
5018.873333333334,56,4283.98,29.0,1,9,0,0,0
5018.873333333334,56,4283.98,30.0,1,9,0,0,1
1755.2741666666668,7,850.79,317.0,2,3,1,1,0
1755.2741666666668,5,850.79,318.0,2,3,1,1,0
1755.2741666666668,7,850.79,319.0,2,3,1,0,0
1755.2741666666668,7,850.79,320.0,2,3,1,1,0
1755.2741666666668,7,850.79,321.0,2,3,1,1,0
1925.2795833333328,-2,1111.07,318.0,2,2,1,1,0
1844.2528927846915,1,1111.07,319.0,2,2,1,0,0
1844.2528927846915,0,1111.07,322.0,2,2,1,1,0
3654.345,38,1857.47,131.0,0,6,0,0,1
3654.345,34,1857.47,132.0,0,6,0,0,0
3654.345,38,1857.47,134.0,1,6,0,0,1
3654.345,38,1857.47,135.0,0,6,0,0,1
3654.345,38,1857.47,136.0,0,6,0,0,1
3654.345,38,1857.47,137.0,0,6,0,0,1
3654.345,41,1857.47,138.0,0,6,0,0,1
681.3975,60,2550.65,163.0,0,9,0,0,1
681.3975,60,2550.65,164.0,0,9,0,0,1
1773.4025,29,873.13,392.0,1,3,0,1,0
1773.4025,32,873.13,395.0,0,3,0,1,0
1773.4025,33,873.13,396.0,0,3,0,0,0
3405.706666666667,1,731.25,346.0,1,4,1,1,0
3405.706666666667,1,731.25,348.0,0,4,1,1,0
3405.706666666667,1,731.25,350.0,0,4,1,1,0
3577.249166666666,9,1233.0,216.0,2,4,1,1,0
3577.249166666666,9,1233.0,220.0,2,4,1,1,0
3577.249166666666,9,1233.0,221.0,1,4,1,0,0
1781.065833333333,43,1445.08,125.0,0,7,0,0,1
1781.065833333333,44,1445.08,128.0,0,7,0,0,1
1781.065833333333,43,1445.08,129.0,0,7,0,0,1
6244.2625,8,1318.4,393.0,1,3,0,1,0
6244.2625,8,1318.4,395.0,1,3,0,0,0
6244.2625,8,1318.4,396.0,1,3,0,1,0
6244.2625,8,1318.4,399.0,1,3,0,1,0
1845.034583333333,-2,1278.11,363.0,1,3,1,0,0
5810.901666666668,18,671.39,154.0,1,5,0,0,1
5810.901666666668,19,671.39,155.0,1,5,0,0,1
5810.901666666668,17,671.39,156.0,1,5,0,0,1
5810.901666666668,22,671.39,158.0,1,5,0,0,1
5810.901666666668,19,671.39,159.0,1,5,0,0,1
1771.4725,45,3373.13,108.0,0,8,0,0,1
1771.4725,47,3373.13,111.0,0,8,0,0,1
5044.243333333333,15,133.63,279.0,2,4,1,1,0
5044.243333333333,14,133.63,283.0,2,4,1,1,0
5044.243333333333,14,133.63,285.0,1,4,1,1,0
1178.345,56,1751.34,87.0,1,6,0,0,1
1178.345,56,1751.34,91.0,0,6,0,0,1
1178.345,56,1751.34,93.0,0,6,0,0,1
1693.295,16,1218.27,282.0,1,1,0,1,0
1693.295,16,1218.27,284.0,0,1,0,1,0
1693.295,17,1218.27,287.0,0,1,0,1,0
6034.156666666668,26,2207.69,158.0,0,6,0,0,0
6034.156666666668,21,2207.69,159.0,0,6,0,0,1
6034.156666666668,21,2207.69,160.0,0,6,0,0,0
6034.156666666668,20,2207.69,163.0,0,6,0,0,1
6034.156666666668,21,2207.69,165.0,0,6,0,0,1
1728.293333333333,61,2590.01,149.0,0,5,0,0,1
1728.293333333333,62,2590.01,151.0,0,5,0,0,1
1751.9775,61,1362.32,227.0,0,4,0,0,1
1751.9775,61,1362.32,228.0,0,4,0,0,0
1751.9775,61,1362.32,229.0,0,4,0,0,1
1751.9775,61,1362.32,232.0,0,4,0,0,1
1751.9775,61,1362.32,233.0,0,4,0,0,0
1533.9525,28,2186.19,129.0,1,2,0,0,1
1533.9525,28,2186.19,135.0,0,2,0,0,1
1113.4533333333334,13,804.67,384.0,2,1,1,0,0
1113.4533333333334,10,804.67,388.0,2,1,1,1,0
1113.4533333333334,14,804.67,389.0,2,1,1,0,0
11388.913333333332,14,1251.9,332.0,1,3,1,1,0
11388.913333333332,17,1251.9,335.0,1,3,1,1,0
11388.913333333332,17,1251.9,337.0,2,3,1,0,0
11388.913333333332,14,1251.9,338.0,1,3,1,1,0
9880.0125,9,451.46,272.0,0,3,1,1,0
9880.0125,13,451.46,274.0,1,3,1,1,0
9880.0125,13,451.46,276.0,0,3,1,1,0
9880.0125,13,451.46,278.0,1,3,1,0,0
9880.0125,9,451.46,279.0,1,3,1,1,0
4996.963333333333,22,2638.22,197.0,0,2,0,0,0
4996.963333333333,21,2638.22,198.0,1,2,0,0,1
4996.963333333333,21,2638.22,200.0,0,2,0,0,0
4996.963333333333,21,2638.22,202.0,1,2,0,0,1
1428.2908333333337,16,1427.03,146.0,1,2,0,0,1
1428.2908333333337,13,1427.03,148.0,1,2,0,0,1
1428.2908333333337,18,1427.03,150.0,1,2,0,0,1
4951.233333333334,7,1146.47,225.0,0,2,1,1,0
4951.233333333334,8,1146.47,226.0,0,2,1,0,0
4951.233333333334,9,1146.47,228.0,0,2,1,1,0
4951.233333333334,7,1146.47,230.0,0,2,1,1,0
4951.233333333334,7,1146.47,231.0,0,2,1,1,0
5125.8975,56,3040.88,77.0,0,6,0,0,1
5125.8975,47,3040.88,80.0,0,6,0,0,1
4751.89,38,1274.63,177.0,0,4,0,0,1
4751.89,38,1274.63,178.0,0,4,0,0,1
4751.89,38,1274.63,179.0,1,4,0,0,0
4751.89,38,1274.63,180.0,1,4,0,0,1
1033.6266666666668,61,2097.85,108.0,1,5,0,0,1
1033.6266666666668,61,2097.85,109.0,0,5,0,0,1
1033.6266666666668,61,2097.85,111.0,1,5,0,0,1
1033.6266666666668,61,2097.85,112.0,0,5,0,0,0
1033.6266666666668,61,2097.85,114.0,1,5,0,0,1
2640.4375,20,753.63,299.0,2,2,1,1,0
2640.4375,20,753.63,300.0,2,2,1,1,0
4073.7175,36,2664.49,154.0,0,9,0,0,0
4073.7175,36,2664.49,155.0,0,9,0,0,1
4073.7175,36,2664.49,160.0,0,9,0,0,1
2687.8716666666664,28,817.45,327.0,1,3,0,1,0
1878.928333333333,9,172.56,184.0,1,3,0,1,0
1878.928333333333,9,172.56,185.0,1,3,0,1,0
1878.928333333333,8,172.56,186.0,1,3,0,0,0
1878.928333333333,5,172.56,188.0,1,3,0,1,0
2787.3866666666668,24,1337.15,282.0,2,1,1,1,0
2787.3866666666668,24,1337.15,283.0,2,1,1,1,0
2787.3866666666668,24,1337.15,284.0,2,1,1,0,0
1589.2725,58,4962.25,54.0,0,8,0,0,1
1589.2725,54,4962.25,55.0,0,8,0,0,1
1589.2725,54,4962.25,56.0,0,8,0,0,0
1589.2725,54,4962.25,57.0,0,8,0,0,1
1589.2725,54,4962.25,59.0,0,8,0,0,1
3505.191666666667,6,656.02,335.0,1,3,0,0,1
3505.191666666667,9,656.02,340.0,2,3,0,0,1
3505.191666666667,8,656.02,342.0,2,3,0,0,1
4860.856666666667,7,264.52,249.0,2,2,1,1,0
4860.856666666667,7,264.52,250.0,2,2,1,1,0
4860.856666666667,5,264.52,251.0,1,2,1,1,0
4860.856666666667,7,264.52,254.0,2,2,1,0,0
4860.856666666667,7,264.52,256.0,2,2,1,1,0
1453.111666666667,5,408.71,277.0,2,3,1,1,0
1453.111666666667,0,408.71,279.0,1,3,1,1,0
1453.111666666667,0,408.71,281.0,2,3,1,1,0
1453.111666666667,0,408.71,282.0,2,3,1,1,0
1453.111666666667,0,408.71,284.0,1,3,1,1,0
3139.5291666666667,15,1185.57,250.0,2,1,1,1,0
3139.5291666666667,15,1185.57,253.0,2,1,1,1,0
3139.5291666666667,15,1185.57,256.0,2,1,1,1,0
7030.526666666668,8,19.11,311.0,1,2,0,0,1
7030.526666666668,8,19.11,314.0,1,2,0,0,1
6029.343333333332,2,643.24,219.0,2,4,1,1,0
6029.343333333332,2,643.24,225.0,2,4,1,1,0
1779.7924999999998,41,1256.46,230.0,0,4,0,0,1
1779.7924999999998,42,1256.46,233.0,0,4,0,0,0
1779.7924999999998,42,1256.46,234.0,1,4,0,0,1
1779.7924999999998,42,1256.46,235.0,1,4,0,0,1
1779.7924999999998,42,1256.46,237.0,1,4,0,0,1
1572.1825,2,263.2,338.0,1,1,1,1,0
1572.1825,2,263.2,342.0,1,1,1,1,0
1643.104166666667,11,1189.23,204.0,1,2,1,1,0
1643.104166666667,11,1189.23,206.0,1,2,1,1,0
1643.104166666667,11,1189.23,207.0,2,2,1,1,0
1643.104166666667,7,1189.23,209.0,1,2,1,0,0
1643.104166666667,11,1189.23,210.0,1,2,1,1,0
1645.0329166666668,26,988.27,307.0,1,4,0,1,0
1645.0329166666668,26,988.27,310.0,2,4,0,1,0
1645.0329166666668,26,988.27,312.0,2,4,0,1,0
10127.0925,10,935.74,364.0,1,1,1,1,0
10127.0925,11,935.74,365.0,1,1,1,0,0
10127.0925,9,935.74,367.0,1,1,1,1,0
10127.0925,11,935.74,368.0,1,1,1,1,0
10127.0925,11,935.74,369.0,1,1,1,1,0
10127.0925,11,935.74,370.0,1,1,1,1,0
2954.439166666666,24,743.65,202.0,1,2,1,1,0
2954.439166666666,24,743.65,203.0,0,2,1,1,0
1317.08,9,2253.31,233.0,1,3,0,0,1
1317.08,10,2253.31,234.0,1,3,0,0,1
1317.08,10,2253.31,235.0,1,3,0,0,1
1317.08,10,2253.31,237.0,1,3,0,0,1
1664.0991666666666,36,4987.19,48.0,1,5,0,0,0
1664.0991666666666,36,4987.19,49.0,0,5,0,0,1
1664.0991666666666,36,4987.19,51.0,1,5,0,0,1
1664.0991666666666,36,4987.19,52.0,0,5,0,0,0
1640.6899999999996,21,1819.46,184.0,1,5,0,0,1
1640.6899999999996,18,1819.46,186.0,2,5,0,0,1
1542.6958333333332,25,4424.37,91.0,1,9,0,0,1
1542.6958333333332,28,4424.37,92.0,0,9,0,0,0
1542.6958333333332,28,4424.37,94.0,0,9,0,0,1
1581.1940073090664,28,4424.37,95.0,0,9,0,0,1
1581.1940073090664,28,4424.37,98.0,1,9,0,0,1
2639.829166666667,16,339.45,395.0,1,1,0,0,1
2639.829166666667,18,339.45,396.0,1,1,0,0,1
2639.829166666667,16,339.45,398.0,1,1,0,0,1
2639.829166666667,13,339.45,399.0,1,1,0,0,1
2639.829166666667,16,339.45,400.0,1,1,0,0,0
2639.829166666667,16,339.45,401.0,1,1,0,0,1
2639.829166666667,16,339.45,402.0,1,1,0,0,1
3515.085833333333,3,618.37,324.0,1,1,1,0,0
3515.085833333333,7,618.37,325.0,1,1,1,0,0
2827.3783333333336,27,189.28,160.0,1,7,0,0,0
2827.3783333333336,27,189.28,161.0,1,7,0,0,1
2827.3783333333336,27,189.28,165.0,0,7,0,0,1
2827.3783333333336,27,189.28,166.0,1,7,0,0,1
6225.918333333334,30,148.21,200.0,0,3,1,1,0
6225.918333333334,30,148.21,201.0,0,3,1,1,0
6225.918333333334,26,148.21,202.0,0,3,1,1,0
6225.918333333334,30,148.21,203.0,0,3,1,0,0
6225.918333333334,30,148.21,205.0,0,3,1,1,0
6225.918333333334,30,148.21,206.0,0,3,1,0,0
1361.45875,20,589.67,365.0,1,1,0,1,0
1361.45875,20,589.67,371.0,1,1,0,1,0
10173.865,11,490.86,257.0,2,4,1,1,0
10173.865,15,490.86,261.0,2,4,1,1,0
10173.865,15,490.86,262.0,2,4,1,1,0
10173.865,17,490.86,263.0,2,4,1,1,0
10173.865,15,490.86,264.0,2,4,1,1,0
2616.306666666667,16,574.82,221.0,1,4,0,0,1
2616.306666666667,16,574.82,224.0,1,4,0,0,1
2616.306666666667,16,574.82,225.0,2,4,0,0,1
14816.94,14,741.28,248.0,0,4,1,1,0
14816.94,14,741.28,251.0,0,4,1,1,0
14816.94,14,741.28,252.0,0,4,1,1,0
14816.94,14,741.28,253.0,1,4,1,0,0
14816.94,14,741.28,254.0,0,4,1,1,0
3211.7816666666663,1,957.58,306.0,1,3,1,1,0
3211.7816666666663,1,957.58,307.0,1,3,1,1,0
3211.7816666666663,1,957.58,308.0,1,3,1,1,0
3048.2875,18,1140.68,211.0,1,1,0,0,1
3048.2875,18,1140.68,212.0,1,1,0,0,1
3048.2875,18,1140.68,213.0,1,1,0,0,1
3048.2875,18,1140.68,214.0,1,1,0,0,1
6234.505,7,1020.01,298.0,1,4,0,1,0
6234.505,7,1020.01,299.0,1,4,0,1,0
6234.505,7,1020.01,300.0,1,4,0,1,0
6234.505,7,1020.01,303.0,1,4,0,1,0
6234.505,12,1020.01,304.0,1,4,0,1,0
6234.505,7,1020.01,305.0,1,4,0,1,0
5538.6500000000015,17,2572.3,209.0,0,6,0,0,1
5538.6500000000015,17,2572.3,211.0,0,6,0,0,1
5538.6500000000015,17,2572.3,212.0,0,6,0,0,1
5538.6500000000015,17,2572.3,216.0,1,6,0,0,0
7256.043333333334,6,648.36,356.0,2,1,1,1,0
7256.043333333334,6,648.36,358.0,2,1,1,1,0
7256.043333333334,6,648.36,359.0,2,1,1,0,0
7256.043333333334,6,648.36,361.0,2,1,1,1,0
7256.043333333334,6,648.36,362.0,2,1,1,1,0
2405.76,16,2938.55,26.0,1,8,0,0,0
2405.76,16,2938.55,29.0,1,8,0,0,1
2405.76,16,2938.55,32.0,1,8,0,0,1
2918.5316666666663,30,3086.29,20.0,0,9,0,0,1
1409.1525,25,2538.81,112.0,0,4,0,0,1
1409.1525,29,2538.81,115.0,1,4,0,0,1
1409.1525,27,2538.81,118.0,0,4,0,0,1
992.54,6,177.16,172.0,1,5,0,0,1
992.54,10,177.16,177.0,1,5,0,0,1
2711.096666666667,47,1368.27,71.0,0,4,0,0,1
2711.096666666667,47,1368.27,73.0,1,4,0,0,1
2711.096666666667,50,1368.27,77.0,1,4,0,0,1
657.1579166666667,17,70.46,121.0,1,4,0,0,1
657.1579166666667,16,70.46,125.0,1,4,0,0,1
657.1579166666667,17,70.46,126.0,1,4,0,0,1
1413.64,42,2092.74,136.0,0,9,0,0,1
1413.64,45,2092.74,140.0,0,9,0,0,1
1413.64,37,2092.74,142.0,0,9,0,0,1
1515.9399999999996,49,1505.76,147.0,0,6,0,0,1
1515.9399999999996,54,1505.76,148.0,1,6,0,0,1
1515.9399999999996,48,1505.76,149.0,0,6,0,0,1
2899.775,20,2502.26,100.0,1,7,0,0,1
2899.775,20,2502.26,102.0,1,7,0,0,1
2899.775,20,2502.26,104.0,1,7,0,0,1
2899.775,20,2502.26,107.0,1,7,0,0,1
1417.3408333333334,48,1265.19,71.0,0,6,0,0,1
1417.3408333333334,48,1265.19,73.0,1,6,0,0,1
1417.3408333333334,48,1265.19,76.0,0,6,0,0,1
1417.3408333333334,44,1265.19,77.0,0,6,0,0,1
5954.6466666666665,5,2286.15,176.0,0,3,0,0,1
5954.6466666666665,5,2286.15,183.0,0,3,0,0,1
1341.9883333333337,17,409.7,319.0,1,2,0,1,0
1341.9883333333337,17,409.7,321.0,1,2,0,1,0
1341.9883333333337,17,409.7,324.0,1,2,0,1,0
4441.2425,20,1645.23,137.0,0,3,0,0,1
4441.2425,20,1645.23,138.0,0,3,0,0,1
4441.2425,25,1645.23,139.0,0,3,0,0,1
4441.2425,20,1645.23,140.0,0,3,0,0,1
4441.2425,20,1645.23,143.0,0,3,0,0,1
4441.2425,20,1645.23,144.0,0,3,0,0,1
11794.693333333336,9,105.66,356.0,1,4,0,0,1
1277.5920833333332,5,380.09,254.0,2,3,1,1,0
1277.5920833333332,5,380.09,258.0,2,3,1,1,0
1909.6345833333328,2,1238.55,341.0,2,1,1,1,0
1909.6345833333328,2,1238.55,342.0,1,1,1,1,0
1909.6345833333328,-2,1238.55,343.0,2,1,1,1,0
1909.6345833333328,7,1238.55,344.0,1,1,1,1,0
1909.6345833333328,2,1238.55,347.0,1,1,1,1,0
1909.6345833333328,2,1238.55,348.0,1,1,1,1,0
1083.13,24,3311.2,64.0,0,7,0,0,1
1083.13,24,3311.2,65.0,0,7,0,0,1
1025.25261568245,24,3311.2,68.0,1,7,0,0,1
8028.642499999999,6,781.5,226.0,2,2,1,0,0
8028.642499999999,4,781.5,227.0,2,2,1,1,0
8028.642499999999,8,781.5,229.0,2,2,1,1,0
8028.642499999999,8,781.5,230.0,2,2,1,1,0
8028.642499999999,8,781.5,231.0,2,2,1,1,0
5049.2375,54,4625.22,11.0,1,9,0,0,1
5049.2375,59,4625.22,13.0,1,9,0,0,1
5049.2375,51,4625.22,16.0,1,9,0,0,0
4301.168333333333,29,660.09,374.0,1,4,0,0,1
4301.168333333333,29,660.09,375.0,1,4,0,0,1
4301.168333333333,32,660.09,378.0,1,4,0,0,1
4876.4625,5,1380.47,92.0,1,2,0,0,1
4876.4625,10,1380.47,94.0,1,2,0,0,1
4876.4625,8,1380.47,97.0,1,2,0,0,1
4876.4625,8,1380.47,98.0,1,2,0,0,1
4876.4625,8,1380.47,99.0,1,2,0,0,1
1005.3025,24,2461.68,73.0,0,3,0,0,1
5602.23,55,1438.69,191.0,0,3,0,0,1
5602.23,55,1438.69,194.0,0,3,0,0,1
4431.2425,56,1265.83,231.0,0,7,0,0,1
4431.2425,56,1265.83,237.0,0,7,0,0,1
3215.3250000000007,7,1058.13,242.0,1,1,0,1,0
3215.3250000000007,11,1058.13,244.0,1,1,0,1,0
3215.3250000000007,2,1058.13,246.0,1,1,0,1,0
3215.3250000000007,7,1058.13,247.0,0,1,0,1,0
1545.394166666667,9,172.13,107.0,1,3,0,0,0
1545.394166666667,9,172.13,108.0,1,3,0,0,1
1545.394166666667,9,172.13,110.0,1,3,0,0,1
1545.394166666667,11,172.13,111.0,1,3,0,0,1
1545.394166666667,9,172.13,112.0,1,3,0,0,1
1545.394166666667,9,172.13,114.0,1,3,0,0,1
3089.6650000000004,6,1125.16,315.0,1,3,0,0,1
3089.6650000000004,6,1125.16,316.0,1,3,0,0,0
3089.6650000000004,6,1125.16,319.0,1,3,0,0,1
9090.8,28,1336.91,249.0,1,4,0,1,0
9090.8,28,1336.91,252.0,1,4,0,1,0
1464.67125,30,702.16,185.0,1,3,0,1,0
1464.67125,30,702.16,187.0,1,3,0,1,0
1464.67125,30,702.16,191.0,1,3,0,1,0
7269.301666666666,15,34.36,219.0,2,3,1,1,0
7269.301666666666,14,34.36,223.0,2,3,1,1,0
7269.301666666666,14,34.36,224.0,2,3,1,1,0
11378.06,1,481.89,331.0,1,4,1,1,0
10386.91,19,753.87,265.0,2,3,1,0,0
10386.91,19,753.87,266.0,2,3,1,1,0
10386.91,19,753.87,267.0,2,3,1,1,0
10386.91,19,753.87,268.0,2,3,1,1,0
10386.91,19,753.87,271.0,2,3,1,1,0
10386.91,23,753.87,272.0,2,3,1,1,0
2554.4666666666667,12,405.51,349.0,2,3,1,0,0
2554.4666666666667,12,405.51,350.0,1,3,1,1,0
2554.4666666666667,12,405.51,352.0,1,3,1,1,0
2554.4666666666667,12,405.51,353.0,1,3,1,0,0
1362.9783333333332,18,2064.96,86.0,0,8,0,0,1
1362.9783333333332,20,2064.96,89.0,0,8,0,0,1
1362.9783333333332,16,2064.96,92.0,1,8,0,0,1
7437.6675,29,755.17,220.0,1,3,0,0,1
7437.6675,29,755.17,221.0,1,3,0,0,1
1272.2391666666667,11,805.77,385.0,1,2,1,1,0
1272.2391666666667,11,805.77,386.0,1,2,1,0,0
1272.2391666666667,15,805.77,390.0,1,2,1,1,0
5117.3425,24,3084.5,85.0,1,5,0,0,1
5117.3425,24,3084.5,86.0,1,5,0,0,1
5117.3425,24,3084.5,88.0,1,5,0,0,1
1536.9958333333334,30,368.72,388.0,1,3,0,0,0
1536.9958333333334,30,368.72,392.0,1,3,0,0,1
1536.9958333333334,35,368.72,393.0,1,3,0,0,1
988.5833333333331,6,360.12,208.0,1,3,1,0,0
988.5833333333331,6,360.12,209.0,1,3,1,1,0
988.5833333333331,6,360.12,211.0,1,3,1,1,0
2748.313333333333,22,759.58,232.0,1,2,0,0,1
2748.313333333333,27,759.58,235.0,1,2,0,0,1
2748.313333333333,22,759.58,238.0,1,2,0,0,1
1469.8341666666663,41,2493.97,107.0,1,3,0,0,1
1469.8341666666663,41,2493.97,109.0,0,3,0,0,1
1469.8341666666663,41,2493.97,110.0,1,3,0,0,1
1469.8341666666663,41,2493.97,111.0,0,3,0,0,1
1469.8341666666663,37,2493.97,113.0,1,3,0,0,1
1469.8341666666663,41,2493.97,114.0,0,3,0,0,0
4818.781666666667,7,690.12,284.0,2,3,1,1,0
4818.781666666667,10,690.12,287.0,2,3,1,1,0
4818.781666666667,7,690.12,288.0,2,3,1,0,0
4818.781666666667,7,690.12,290.0,1,3,1,1,0
5310.675,22,1292.14,368.0,2,3,1,0,0
4813.717402541748,22,1292.14,371.0,2,3,1,1,0
4813.717402541748,23,1292.14,372.0,2,3,1,1,0
4813.717402541748,22,1292.14,373.0,2,3,1,1,0
5766.491666666666,20,375.97,260.0,1,4,0,1,0
5766.491666666666,16,375.97,261.0,1,4,0,1,0
5766.491666666666,16,375.97,262.0,1,4,0,1,0
1744.8533333333337,21,703.21,113.0,1,5,0,0,1
1744.8533333333337,26,703.21,115.0,1,5,0,0,1
1744.8533333333337,25,703.21,118.0,1,5,0,0,1
1744.8533333333337,26,703.21,119.0,1,5,0,0,1
3203.3583333333336,20,458.53,207.0,0,2,1,1,0
3203.3583333333336,19,458.53,211.0,0,2,1,1,0
3203.3583333333336,19,458.53,212.0,0,2,1,1,0
8499.783333333333,5,616.68,305.0,2,3,1,1,0
8499.783333333333,5,616.68,306.0,2,3,1,1,0
8499.783333333333,5,616.68,307.0,2,3,1,1,0
8499.783333333333,5,616.68,308.0,2,3,1,1,0
6608.556666666666,10,965.06,164.0,1,1,0,0,1
10643.69,27,240.27,241.0,1,2,0,0,1
10643.69,27,240.27,242.0,1,2,0,0,1
10643.69,31,240.27,243.0,1,2,0,0,1
10643.69,27,240.27,247.0,1,2,0,0,1
3751.8475,28,492.07,131.0,1,6,0,0,1
3751.8475,28,492.07,132.0,1,6,0,0,1
3751.8475,33,492.07,134.0,1,6,0,0,1
3751.8475,28,492.07,136.0,1,6,0,0,1
3751.8475,28,492.07,138.0,1,6,0,0,1
1011.9775,53,3124.43,90.0,1,6,0,0,1
1011.9775,53,3124.43,95.0,1,6,0,0,1
6470.543333333334,15,75.94,197.0,1,7,0,0,0
6470.543333333334,16,75.94,199.0,1,7,0,0,1
6470.543333333334,13,75.94,202.0,1,7,0,0,1
5510.883333333332,19,1253.52,175.0,1,5,0,0,1
5510.883333333332,16,1253.52,176.0,1,5,0,0,1
5510.883333333332,16,1253.52,177.0,1,5,0,0,0
5510.883333333332,16,1253.52,179.0,1,5,0,0,1
890.065,46,2672.05,132.0,0,7,0,0,1
890.065,50,2672.05,135.0,1,7,0,0,1
1490.4125,51,2131.09,172.0,1,7,0,0,1
1490.4125,50,2131.09,174.0,0,7,0,0,0
1490.4125,50,2131.09,177.0,0,7,0,0,1
634.8579166666667,27,1425.81,197.0,1,5,0,0,1
634.8579166666667,27,1425.81,198.0,1,5,0,0,1
2484.9441666666667,29,906.8,371.0,0,4,1,1,0
2208.259537440528,29,906.8,375.0,1,4,1,0,0
2323.288333333333,7,909.74,276.0,1,2,1,1,0
2323.288333333333,2,909.74,277.0,2,2,1,1,0
2323.288333333333,7,909.74,281.0,1,2,1,1,0
2323.288333333333,7,909.74,282.0,1,2,1,1,0
14365.793333333331,12,931.52,366.0,2,1,1,1,0
14365.793333333331,12,931.52,367.0,2,1,1,1,0
14365.793333333331,11,931.52,370.0,2,1,1,1,0
553.9958333333334,40,1746.01,147.0,0,4,0,0,1
553.9958333333334,39,1746.01,148.0,0,4,0,0,1
553.9958333333334,43,1746.01,150.0,0,4,0,0,1
553.9958333333334,40,1746.01,152.0,0,4,0,0,1
553.9958333333334,40,1746.01,154.0,0,4,0,0,1
5862.330000000001,18,1619.22,139.0,1,7,0,0,1
